"","pid","qa001b","gender","dispatch","qg12","qg10","qg1001","qg901","qg702","qn4003","qg401","qg406","qg15","qn10025","qn6011","qn6014","qn6018","qea0","qp605","qu201","qu202","qu802","qu702","w01","kwa2_b_1","qn203","qn4001","qn201_b_1","qn202"
"911",228579501,NA,1,"Contract",NA,5,NA,NA,NA,5,4,4,2,3,10,6,10,2,"城镇治疗",1,1,5,1,7,NA,5,5,0,5
"912",228706501,NA,0,"Contract",1e+05,1,300,1000,NA,5,4,4,2,5,9,7,9,2,"城镇治疗",1,1,5,3,8,NA,5,NA,1,1
"913",230008103,NA,0,"Contract",20000,5,NA,NA,500,5,5,5,78,3,10,5,5,2,"新型农村",1,5,3,NA,4,NA,5,5,3,5
"914",230020552,NA,0,"Dispatch",84000,5,NA,NA,NA,5,5,5,78,8,8,10,10,2,"城镇治疗",1,1,5,1,5,NA,5,5,0,7
"915",230026106,NA,0,"Contract",24000,5,NA,0,NA,5,3,3,78,5,10,8,9,1,"城镇治疗",1,1,5,3,6,NA,5,5,0,5
"916",230027101,NA,1,"Dispatch",1e+05,1,1000,300,NA,1,5,5,2,2,10,8,6,4,"城镇治疗",1,1,5,1,NA,NA,5,NA,5,5
"917",230027102,NA,0,"Dispatch",90000,1,967,400,NA,5,2,5,79,3,7,9,9,4,"城镇治疗",1,1,5,1,NA,NA,5,5,0,1
"918",230027103,NA,1,"Contract",70000,1,500,700,NA,5,4,4,78,5,7,6,6,2,"城镇治疗",1,1,5,1,8,NA,5,NA,2,7
"919",230036101,NA,0,"Contract",NA,NA,NA,NA,NA,5,4,4,79,8,0,10,10,2,"城镇治疗",5,5,1,NA,NA,NA,NA,5,7,NA
"920",230036102,NA,1,"Contract",60000,1,700,300,NA,1,4,4,78,7,6,4,7,2,"城镇治疗",5,5,1,NA,NA,NA,NA,NA,2,NA
"921",230036103,NA,1,"Contract",10000,5,NA,400,1000,5,4,4,78,8,8,7,5,1,"补充医疗",1,1,5,3,7,4,5,5,0,7
"922",230044102,NA,1,"Contract",36000,1,500,300,NA,1,4,5,2,5,5,5,3,2,"城镇治疗",5,5,1,NA,4,NA,NA,5,0,NA
"923",230045101,NA,0,"Dispatch",20000,5,NA,200,NA,5,4,4,78,5,9,NA,NA,2,"公费治疗",1,1,5,7,4,NA,5,5,0,7
"924",230046103,NA,1,"Contract",23000,1,270,340,NA,5,2,4,78,8,9,8,9,2,"城镇治疗",1,5,4,1,6,NA,5,NA,3,2
"925",230048102,NA,1,"Dispatch",21000,5,NA,290,NA,1,4,2,78,10,3,8,5,1,"城镇治疗",1,1,3,1,6,NA,5,5,3,4
"926",230052103,NA,1,"Dispatch",10000,5,NA,NA,100,1,5,5,79,5,10,0,0,1,"城镇治疗",1,1,5,7,7,NA,5,5,0,4
"927",230075101,NA,1,"Contract",23000,5,NA,NA,NA,5,1,2,79,3,9,7,9,2,"新型农村",1,5,5,1,NA,NA,5,5,7,7
"928",230089103,NA,0,"Contract",150000,1,1100,750,NA,5,2,4,1,3,8,8,8,2,"城镇治疗",1,1,5,1,8,77,5,1,0,2
"929",230090103,NA,0,"Dispatch",4000,5,NA,NA,NA,5,1,1,78,0,1,1,1,1,"一无所有",1,5,1,7,6,4,5,5,0,0
"930",230091102,NA,1,"Contract",NA,NA,NA,NA,NA,5,5,5,78,8,6,7,8,2,"城镇居民",1,1,5,NA,NA,NA,5,NA,7,7
"931",230100101,NA,1,"Dispatch",20000,5,NA,270,NA,5,4,4,78,0,10,10,10,2,"城镇治疗",1,5,1,7,NA,NA,5,5,7,7
"932",230100103,NA,1,"Dispatch",27600,1,0,700,NA,5,2,4,1,0,5,7,10,1,"城镇治疗",1,5,5,7,5,NA,5,5,2,3
"933",230110101,NA,1,"Contract",150000,5,NA,300,NA,5,5,5,79,5,5,5,5,2,"城镇治疗",1,1,5,1,5,NA,5,NA,0,7
"934",230111101,NA,0,"Contract",27500,5,NA,260,NA,1,5,5,78,2,10,10,10,2,"城镇治疗",1,1,5,1,6,NA,5,NA,2,7
"935",230111581,NA,1,"Contract",1e+05,5,NA,260,NA,5,4,4,79,3,7,7,9,2,"城镇治疗",1,1,5,1,5,NA,5,1,5,7
"936",230114101,NA,1,"Contract",50000,5,NA,NA,NA,5,5,5,79,2,10,10,10,4,"城镇治疗",1,5,2,1,NA,NA,1,5,1,7
"937",230119531,NA,0,"Contract",20000,5,NA,300,NA,1,4,4,78,8,5,10,10,4,"城镇治疗",1,1,5,1,7,NA,5,5,0,7
"938",230134101,NA,1,"Contract",NA,NA,NA,NA,NA,1,2,4,78,0,10,5,6,4,"公费治疗",5,5,1,NA,NA,NA,NA,5,7,NA
"939",230150101,NA,1,"Contract",50000,1,600,600,NA,1,4,4,79,6,8,6,2,2,"城镇治疗",1,1,5,1,NA,NA,5,5,0,7
"940",230158102,NA,1,"Contract",NA,NA,NA,NA,NA,1,2,4,79,0,10,10,10,2,"城镇治疗",1,5,1,NA,NA,NA,5,NA,7,7
"941",230170103,NA,1,"Contract",45000,5,NA,196,NA,5,4,4,78,5,8,5,8,2,"新型农村",5,5,5,NA,4,NA,NA,5,3,NA
"942",230184601,NA,0,"Contract",26400,5,NA,320,NA,5,4,5,78,5,5,5,5,2,"城镇治疗",1,5,4,7,5,NA,5,5,1,3
"943",230193103,NA,0,"Dispatch",38400,5,NA,370,NA,5,2,3,78,8,6,8,7,2,"城镇治疗",1,1,5,1,7,NA,5,5,7,7
"944",230205101,NA,0,"Contract",25000,1,230,NA,NA,1,4,4,78,5,8,5,10,4,"城镇居民",1,1,5,1,NA,NA,5,5,2,7
"945",230208102,NA,0,"Dispatch",60000,1,1000,NA,NA,1,4,4,78,8,8,8,5,2,"公费治疗",1,1,5,1,NA,NA,5,5,2,2
"946",230208103,NA,0,"Contract",120000,1,2000,5000,NA,1,4,5,2,8,6,7,6,1,"城镇治疗",1,1,5,1,7,NA,5,5,3,7
"947",230209101,NA,1,"Contract",66000,1,700,800,NA,5,5,4,78,5,8,8,7,2,"城镇治疗",1,1,5,4,NA,NA,5,5,7,1
"948",230209102,NA,0,"Dispatch",31200,5,NA,340,NA,5,4,4,78,6,8,8,9,1,"城镇治疗",1,1,4,1,7,2,5,5,1,2
"949",230209103,NA,0,"Contract",NA,NA,NA,NA,NA,5,4,4,78,5,6,5,7,2,"城镇治疗",1,5,4,NA,NA,NA,5,NA,7,7
"950",230226101,NA,1,"Contract",12950,5,NA,NA,NA,5,2,4,79,4,4,5,3,2,"城镇治疗",5,5,1,NA,NA,NA,NA,5,7,NA
"951",230226102,NA,0,"Contract",NA,NA,NA,NA,NA,5,4,4,78,5,8,7,8,2,"公费治疗",1,5,4,NA,NA,NA,5,5,0,7
"952",230228102,NA,1,"Contract",NA,NA,NA,NA,NA,5,3,3,78,0,10,10,8,2,"一无所有",5,5,2,NA,NA,NA,NA,5,7,NA
"953",230233101,NA,0,"Contract",55000,1,590,650,600,5,1,2,2,1,10,8,8,2,"城镇治疗",1,5,5,1,7,NA,5,5,0,7
"954",230235104,NA,0,"Dispatch",25000,5,NA,200,1000,5,2,4,78,0,10,10,5,1,"城镇居民",1,1,5,1,6,NA,5,5,0,7
"955",230244102,NA,1,"Contract",180000,1,4000,2000,100,5,4,4,78,2,0,8,7,2,"城镇治疗",1,1,5,1,7,4,5,5,7,7
"956",230251102,NA,1,"Dispatch",26000,5,NA,NA,NA,5,4,5,79,1,10,10,8,2,"城镇治疗",1,5,5,1,NA,NA,5,5,7,7
"957",230251103,NA,1,"Contract",90000,1,800,1000,NA,1,3,5,78,7,6,10,7,2,"城镇治疗",1,1,5,1,7,NA,5,1,0,7
"958",230255101,NA,1,"Contract",NA,NA,NA,NA,NA,5,4,4,1,0,3,7,5,2,"城镇居民",5,5,1,NA,5,NA,NA,5,0,NA
"959",230258101,NA,0,"Contract",14400,5,NA,200,NA,5,3,3,78,6,6,6,8,2,"城镇治疗",1,1,4,1,7,NA,5,5,0,5
"960",230258104,NA,1,"Contract",50000,1,400,500,300,5,4,4,78,3,8,5,5,2,"城镇治疗",1,1,5,1,7,NA,5,5,0,7
"961",230265102,NA,1,"Contract",20000,5,NA,300,NA,5,4,4,79,2,5,5,5,2,"城镇治疗",1,1,1,1,NA,NA,5,5,7,1
"962",230269101,NA,0,"Dispatch",0,5,NA,260,NA,1,4,4,79,0,9,9,9,3,"城镇治疗",1,1,5,3,5,NA,5,NA,0,7
"963",230269531,NA,1,"Dispatch",26928,5,NA,266,NA,5,3,3,79,4,10,8,8,3,"城镇治疗",1,5,5,7,5,NA,5,5,0,0
"964",230274104,NA,1,"Contract",15400,5,NA,200,NA,5,2,4,78,9,5,5,5,1,"城镇治疗",1,1,5,1,6,NA,5,5,3,7
"965",230305101,NA,0,"Contract",70000,1,750,500,2000,5,4,4,78,2,9,10,4,2,"城镇治疗",1,1,5,1,6,NA,5,5,1,7
"966",230306101,NA,0,"Contract",16800,5,NA,290,NA,5,1,2,79,6,8,7,4,2,"城镇治疗",1,1,4,1,6,NA,5,5,0,7
"967",230329103,NA,1,"Contract",20600,5,NA,250,NA,5,4,4,78,10,5,10,9,2,"城镇治疗",1,5,5,7,4,NA,5,5,0,0
"968",230330102,NA,1,"Dispatch",11000,5,NA,250,NA,5,2,3,78,5,9,9,4,4,"城镇居民",5,5,1,NA,NA,NA,NA,5,7,NA
"969",230334101,NA,0,"Contract",30000,5,NA,557,NA,5,4,5,79,1,10,10,10,2,"城镇居民",1,5,5,1,6,NA,5,5,3,7
"970",230334102,NA,1,"Contract",55000,1,600,600,NA,1,4,4,78,5,5,5,5,2,"城镇治疗",1,5,4,3,5,NA,5,5,2,7
"971",230337102,NA,1,"Contract",50000,1,760,700,NA,1,4,4,78,5,8,8,8,2,"城镇治疗",1,5,5,7,NA,NA,5,NA,2,7
"972",230343102,NA,1,"Contract",55000,1,700,1600,NA,1,4,4,78,5,10,5,5,2,"城镇治疗",1,5,5,4,5,NA,5,5,3,3
"973",230350101,NA,0,"Contract",50000,1,900,2000,NA,1,3,4,78,4,5,6,4,2,"公费治疗",1,1,5,1,6,NA,5,5,4,6
"974",230350102,NA,1,"Contract",80000,1,1800,1700,NA,1,4,4,79,7,10,10,0,2,"城镇治疗",1,5,5,7,6,NA,5,5,3,3
"975",230354101,NA,0,"Dispatch",38400,1,2650,400,NA,1,4,4,78,9,8,9,10,2,"城镇治疗",1,5,4,1,NA,NA,5,5,2,5
"976",230354103,NA,1,"Dispatch",13200,5,NA,251,NA,5,2,3,78,7,6,8,7,1,"城镇治疗",1,1,5,1,6,NA,5,5,1,6
"977",230359101,NA,0,"Contract",40000,1,300,400,NA,1,4,4,78,5,8,8,7,2,"城镇治疗",5,5,1,NA,NA,NA,NA,NA,0,NA
"978",230361102,NA,0,"Contract",15000,5,NA,NA,NA,5,4,4,78,8,6,6,6,2,"城镇治疗",5,5,1,NA,NA,NA,NA,NA,7,NA
"979",230367101,NA,0,"Contract",20400,5,NA,300,NA,5,1,2,79,1,10,5,5,5,"城镇治疗",1,5,5,1,NA,NA,5,5,0,3
"980",230367103,NA,1,"Contract",38000,1,538,1000,NA,1,2,2,78,4,7,5,7,2,"城镇治疗",1,5,5,1,6,NA,5,NA,0,2
"981",230368101,NA,1,"Contract",45000,1,600,1300,NA,1,2,2,78,0,10,8,8,2,"公费治疗",5,5,3,NA,NA,NA,NA,NA,1,NA
"982",230368102,NA,0,"Contract",30000,1,180,300,NA,1,1,2,79,2,8,7,8,2,"城镇治疗",1,1,5,1,NA,NA,5,NA,0,7
"983",230369101,NA,0,"Contract",NA,NA,NA,NA,NA,1,5,5,78,8,9,8,6,2,"城镇治疗",1,5,5,NA,NA,NA,5,5,7,7
"984",230369102,NA,1,"Contract",28000,1,150,400,NA,1,4,4,78,5,10,10,8,2,"城镇治疗",5,5,1,NA,NA,NA,NA,NA,7,NA
"985",230375101,NA,0,"Contract",27600,1,200,300,NA,1,4,4,78,7,7,7,5,2,"城镇治疗",1,1,4,1,NA,NA,5,5,7,7
"986",230383101,NA,0,"Contract",24060,5,NA,280,NA,1,4,4,78,8,10,9,10,5,"城镇治疗",1,5,2,5,NA,NA,5,5,2,0
"987",230385101,NA,0,"Contract",44000,1,600,1000,NA,1,4,4,78,7,9,8,7,4,"公费治疗",1,1,5,2,6,77,5,NA,7,5
"988",230385102,NA,1,"Contract",34000,1,200,264,NA,1,4,3,78,7,10,10,4,4,"城镇治疗",1,1,5,1,6,NA,5,5,7,7
"989",230390102,NA,1,"Contract",30000,1,1200,500,NA,1,1,3,78,3,10,8,5,2,"城镇治疗",5,5,1,NA,NA,NA,NA,5,7,NA
"990",230391101,NA,1,"Contract",30000,1,200,300,NA,1,4,4,78,5,7,3,6,2,"公费治疗",1,5,4,2,NA,NA,5,5,2,5
"991",230391103,NA,1,"Dispatch",60000,1,620,230,NA,5,4,4,78,2,10,10,9,1,"一无所有",1,1,5,NA,7,NA,5,5,3,4
"992",230393102,NA,0,"Contract",40000,1,400,1500,NA,1,2,3,78,0,10,10,8,2,"城镇治疗",1,5,5,1,6,NA,5,5,0,0
"993",230399103,NA,1,"Dispatch",131810,5,NA,320,6000,1,4,4,2,6,8,10,10,1,"城镇治疗",1,1,5,1,6,NA,5,5,0,7
"994",230411103,NA,0,"Dispatch",15840,5,NA,340,NA,5,1,4,78,8,10,10,10,2,"城镇治疗",1,1,5,1,7,77,5,NA,0,5
"995",230414102,NA,1,"Contract",32400,5,NA,NA,NA,5,3,3,79,2,10,10,6,2,"城镇居民",5,5,3,NA,4,NA,NA,5,3,NA
"996",230419102,NA,1,"Contract",30000,1,300,2000,NA,5,3,4,78,5,6,10,5,1,"城镇治疗",1,5,5,1,6,1,5,5,2,2
"997",230419103,NA,1,"Contract",60000,1,874,800,NA,1,4,4,79,4,5,10,10,1,"城镇治疗",1,5,5,2,6,1,5,5,3,4
"998",230428101,NA,1,"Contract",38400,1,NA,NA,NA,5,4,4,79,6,10,8,8,2,"城镇治疗",5,5,3,NA,NA,NA,NA,5,5,NA
"999",230432101,NA,1,"Contract",36000,5,NA,NA,NA,5,3,3,79,5,10,7,10,2,"城镇居民",1,5,4,7,NA,NA,5,5,0,0
"1000",230434103,NA,0,"Dispatch",58440,1,180,600,NA,5,4,4,1,0,8,5,4,2,"城镇治疗",1,1,5,1,7,2,5,5,0,0
"1001",230436101,NA,1,"Contract",36000,1,150,220,10,1,4,4,2,8,5,5,8,2,"城镇治疗",5,5,3,NA,NA,NA,NA,NA,7,NA
"1002",230446102,NA,1,"Contract",4440,1,NA,0,NA,1,2,3,78,6,4,5,2,2,"城镇治疗",5,5,5,NA,NA,NA,NA,NA,3,NA
"1003",230446103,NA,0,"Contract",18000,5,NA,NA,NA,1,2,3,78,7,5,6,5,1,"城镇治疗",1,1,5,1,7,NA,5,5,0,1
"1004",230447104,NA,1,"Dispatch",48000,1,NA,500,NA,5,2,2,78,0,8,8,5,4,"城镇治疗",1,5,3,7,4,NA,5,5,2,3
"1005",230451101,NA,0,"Contract",NA,NA,NA,NA,NA,5,4,5,79,5,8,8,4,5,"城镇居民",1,1,5,NA,NA,NA,5,5,0,5
"1006",230453101,NA,1,"Contract",26400,1,170,430,NA,1,1,3,78,3,9,9,4,2,"公费治疗",5,5,1,NA,NA,NA,NA,5,3,NA
"1007",230456101,NA,1,"Contract",45000,1,260,800,NA,1,1,3,78,2,10,8,7,2,"城镇治疗",1,5,1,7,4,NA,5,5,2,5
"1008",230460103,NA,1,"Contract",42000,1,300,300,NA,5,4,4,2,8,3,9,3,2,"城镇治疗",1,1,5,1,7,NA,5,5,0,7
"1009",230471101,NA,1,"Contract",31200,1,75,75,NA,1,1,2,78,4,10,6,5,2,"一无所有",5,5,5,NA,NA,NA,NA,5,3,NA
"1010",230474102,NA,0,"Contract",65000,1,560,450,NA,1,4,5,78,7,7,6,5,2,"公费治疗",5,1,3,3,NA,NA,5,5,7,4
"1011",230474103,NA,1,"Dispatch",30000,1,120,280,NA,5,4,4,79,5,5,5,5,2,"公费治疗",1,5,5,2,4,NA,5,5,3,7
"1012",230474104,NA,0,"Dispatch",27600,5,NA,260,NA,5,4,4,79,5,7,6,6,2,"城镇居民",5,5,5,NA,4,NA,NA,5,0,NA
"1013",230476101,NA,1,"Contract",80000,1,700,1000,NA,1,4,4,79,5,5,5,5,2,"公费治疗",5,5,4,NA,NA,NA,NA,NA,7,NA
"1014",230476103,NA,1,"Contract",70000,5,NA,249,NA,5,4,5,2,8,10,10,10,2,"城镇治疗",1,5,5,1,7,NA,5,5,0,7
"1015",230477103,NA,1,"Contract",2e+05,5,NA,NA,NA,5,4,4,78,7,8,8,8,1,"城镇居民",1,1,5,1,6,NA,5,5,2,5
"1016",230482101,NA,1,"Contract",42000,1,138,350,NA,5,2,4,78,5,10,5,4,2,"城镇治疗",5,5,5,NA,NA,NA,NA,5,0,NA
"1017",230482103,NA,1,"Dispatch",1e+05,1,180,1500,NA,5,4,4,78,6,7,9,3,1,"城镇治疗",1,1,5,1,7,NA,5,NA,1,3
"1018",230483104,NA,1,"Dispatch",33000,1,100,600,NA,5,2,3,78,0,10,10,10,2,"公费治疗",1,5,3,7,5,NA,5,NA,0,0
"1019",230488431,NA,0,"Dispatch",24000,5,NA,300,NA,5,3,5,78,10,10,10,10,2,"城镇治疗",1,1,5,1,5,NA,5,5,5,7
"1020",230489101,NA,1,"Contract",20000,5,NA,300,NA,1,5,5,78,10,5,10,10,4,"城镇治疗",5,5,3,NA,NA,NA,NA,1,3,NA
"1021",230489531,NA,1,"Contract",30000,5,NA,500,NA,5,2,3,78,4,4,5,7,1,"城镇治疗",5,5,1,NA,4,NA,NA,5,0,NA
"1022",230501101,NA,1,"Contract",10000,5,NA,NA,NA,5,3,3,79,5,10,10,10,2,"新型农村",5,5,1,NA,NA,NA,NA,5,2,NA
"1023",230505103,NA,0,"Contract",14400,5,NA,450,NA,5,2,4,78,6,8,7,8,2,"城镇治疗",1,1,5,1,6,NA,5,5,0,7
"1024",230524101,NA,1,"Contract",54000,5,NA,569,NA,5,2,3,79,0,10,10,5,2,"城镇治疗",1,5,5,7,NA,NA,5,5,7,0
"1025",230545104,NA,0,"Dispatch",60000,1,210,300,500,5,4,4,78,6,10,8,10,2,"城镇治疗",1,1,5,2,6,1,5,5,0,7
"1026",230556103,NA,0,"Contract",1e+05,1,600,800,NA,5,3,3,78,5,4,3,5,2,"城镇治疗",1,1,5,1,6,NA,5,NA,2,7
"1027",230558104,NA,0,"Contract",30000,5,NA,300,NA,5,4,4,78,5,9,8,8,1,"城镇治疗",1,1,5,1,7,1,5,1,6,6
"1028",230567103,NA,0,"Contract",10500,5,NA,NA,NA,5,4,4,78,0,10,8,10,1,"一无所有",1,1,5,1,6,NA,5,5,1,7
"1029",230581102,NA,1,"Contract",40000,5,NA,400,NA,5,4,4,1,6,6,4,6,1,"城镇治疗",1,1,5,1,6,NA,5,NA,2,7
"1030",230586101,NA,1,"Dispatch",18000,5,NA,NA,NA,5,2,3,78,0,10,10,8,2,"城镇治疗",1,1,5,1,NA,NA,5,5,0,7
"1031",230586102,NA,0,"Contract",50000,1,500,730,NA,1,3,4,2,1,10,8,7,2,"城镇治疗",1,1,5,1,NA,NA,5,NA,0,7
"1032",230586103,NA,1,"Contract",18000,1,300,500,NA,5,2,4,78,0,10,8,8,1,"城镇治疗",1,1,5,1,8,77,1,NA,0,7
"1033",230603101,NA,1,"Dispatch",NA,NA,NA,NA,NA,5,4,4,78,8,7,7,8,2,"城镇治疗",5,5,4,NA,NA,NA,NA,5,7,NA
"1034",230603103,NA,1,"Contract",18000,1,NA,NA,NA,5,1,3,78,NA,6,8,7,2,"城镇治疗",5,5,1,NA,4,NA,NA,5,0,NA
"1035",230606102,NA,1,"Contract",62000,1,NA,700,NA,1,3,3,78,8,6,1,2,2,"城镇治疗",5,5,1,NA,NA,NA,NA,NA,4,NA
"1036",230606103,NA,1,"Contract",13200,5,NA,NA,500,5,4,4,78,7,8,7,8,1,"一无所有",1,1,5,2,7,2,5,5,0,0
"1037",230609103,NA,1,"Contract",50000,1,450,NA,NA,5,4,4,3,5,3,5,5,1,"城镇治疗",1,5,5,1,6,1,5,5,2,3
"1038",230616103,NA,1,"Contract",60000,1,NA,NA,200,5,2,4,2,0,10,8,1,1,"城镇治疗",1,1,5,1,6,NA,5,5,5,5
"1039",230625102,NA,1,"Dispatch",24000,5,NA,NA,NA,5,4,4,78,0,10,5,10,2,"新型农村",1,5,3,7,0,NA,5,5,4,0
"1040",230632101,NA,0,"Contract",2200,5,NA,240,NA,5,2,2,78,6,8,8,8,2,"城镇居民",1,5,2,NA,NA,NA,5,NA,7,2
"1041",230632102,NA,1,"Dispatch",18000,5,NA,260,NA,1,2,2,78,3,7,4,5,2,"城镇治疗",5,5,2,NA,NA,NA,NA,5,4,NA
"1042",230636102,NA,1,"Contract",120000,1,NA,NA,2000,1,4,2,78,1,10,8,8,2,"城镇治疗",1,5,5,1,7,NA,5,5,0,7
"1043",232975551,NA,0,"Contract",24000,5,NA,NA,NA,5,2,2,78,5,6,7,5,2,"一无所有",1,5,3,NA,4,NA,5,5,2,3
"1044",232978551,NA,1,"Dispatch",54000,5,NA,0,NA,1,2,1,78,0,10,10,5,4,"城镇治疗",5,5,1,NA,4,NA,NA,5,0,NA
"1045",233446501,NA,1,"Dispatch",30000,5,NA,0,NA,5,5,5,79,4,3,6,6,4,"城镇治疗",1,5,3,7,4,NA,5,5,7,7
"1046",234784551,NA,1,"Contract",75000,1,835,812,2500,1,4,4,78,6,5,3,5,2,"城镇治疗",1,1,5,1,6,NA,5,5,0,0
"1047",234866552,NA,1,"Contract",37200,1,470,480,NA,5,4,4,78,8,4,7,6,2,"城镇治疗",1,1,5,1,6,NA,5,5,0,7
"1048",235024551,NA,0,"Contract",48000,5,NA,NA,NA,1,4,5,78,10,10,5,10,2,"新型农村",5,5,5,NA,4,NA,NA,5,4,NA
"1049",235493501,NA,0,"Contract",90000,5,NA,NA,NA,5,2,2,79,5,8,8,9,2,"新型农村",1,1,5,1,5,NA,5,5,0,7
"1050",239035551,NA,1,"Contract",50000,1,841,1500,NA,1,4,4,2,3,8,7,4,2,"城镇治疗",1,1,3,1,6,NA,5,5,3,2
"1051",240876501,NA,0,"Dispatch",30000,5,NA,NA,NA,5,4,4,78,5,10,10,5,1,"新型农村",1,5,4,7,5,NA,5,5,0,7
"1052",242104551,NA,1,"Contract",62000,1,220,480,NA,5,4,4,78,4,5,7,7,2,"一无所有",1,1,3,1,7,NA,5,5,1,7
"1053",242382501,NA,1,"Contract",130000,1,1400,NA,600,5,2,2,78,6,7,8,7,2,"城镇治疗",1,1,4,1,7,NA,1,5,0,7
"1054",243788551,NA,1,"Contract",50000,1,570,900,NA,5,2,2,2,7,4,7,7,2,"城镇治疗",1,1,5,1,7,NA,5,5,0,3
"1055",244301551,NA,0,"Contract",42000,1,NA,NA,NA,5,4,4,79,4,3,4,5,2,"公费治疗",1,1,3,3,7,NA,1,NA,7,3
"1056",247145601,NA,0,"Contract",60000,1,500,500,NA,5,4,4,78,6,7,7,7,2,"城镇治疗",1,1,5,1,8,NA,5,1,3,5
"1057",247424501,NA,0,"Contract",59000,1,150,410,300,5,2,4,2,5,10,8,9,2,"城镇治疗",1,1,4,1,5,NA,5,5,1,2
"1058",247454551,NA,0,"Dispatch",4000,5,NA,300,NA,5,4,4,78,8,7,7,8,2,"公费治疗",1,5,4,1,6,NA,5,5,7,7
"1059",248447501,NA,1,"Contract",91200,1,400,500,NA,1,4,4,2,2,7,6,6,2,"城镇治疗",1,1,4,1,6,NA,5,NA,2,3
"1060",249642601,NA,0,"Contract",55000,1,NA,NA,NA,5,4,4,3,8,6,7,7,2,"城镇治疗",1,1,4,1,7,NA,5,5,5,7
"1061",250409551,NA,1,"Contract",50000,1,490,510,NA,1,2,3,78,5,9,9,9,2,"城镇治疗",1,1,4,1,7,NA,5,NA,2,7
"1062",251229501,NA,1,"Contract",62400,1,450,360,NA,1,2,3,78,5,4,8,8,2,"城镇治疗",1,1,5,1,7,NA,5,NA,2,3
"1063",253170551,NA,1,"Contract",37000,5,NA,NA,NA,5,5,4,79,5,7,4,9,2,"城镇居民",1,1,3,3,6,NA,5,5,1,0
"1064",253480601,NA,1,"Contract",130000,1,1500,2000,NA,5,4,4,78,9,4,5,4,2,"城镇治疗",1,1,5,1,6,NA,5,5,2,5
"1065",255137501,NA,1,"Dispatch",50000,5,NA,600,NA,5,2,4,78,5,10,7,10,2,"新型农村",1,1,4,1,4,NA,5,5,7,7
"1066",255178501,NA,1,"Contract",1e+05,1,2000,1000,5000,5,4,4,2,5,10,5,8,2,"城镇居民",1,1,5,1,7,NA,5,5,2,7
"1067",255183502,NA,1,"Contract",60000,1,600,450,NA,1,4,4,78,8,5,7,5,2,"新型农村",1,1,3,3,5,NA,5,5,7,3
"1068",257092501,NA,0,"Contract",82000,1,113,319,NA,5,5,5,78,7,6,5,6,2,"城镇治疗",1,5,4,2,4,NA,5,5,0,0
"1069",258758551,NA,1,"Contract",60000,1,NA,360,500,1,4,4,79,7,10,8,10,2,"新型农村",1,1,5,1,5,NA,5,5,0,7
"1070",258880551,NA,1,"Contract",2e+05,1,2000,4000,NA,1,4,4,1,6,9,7,9,2,"公费治疗",1,1,5,1,7,NA,5,NA,2,7
"1071",260973433,NA,1,"Contract",50000,5,NA,400,NA,5,5,4,78,5,4,5,5,2,"新型农村",1,5,4,7,4,NA,5,5,0,7
"1072",262346551,NA,1,"Dispatch",90000,5,NA,300,NA,5,3,3,78,0,5,10,5,2,"新型农村",1,1,5,1,5,NA,5,5,0,7
"1073",264203582,NA,0,"Dispatch",28800,5,NA,NA,NA,5,4,4,78,8,NA,NA,0,2,"城镇居民",5,5,1,NA,5,NA,NA,5,NA,NA
"1074",264339601,NA,0,"Contract",2300,1,200,600,NA,1,3,4,78,5,5,8,7,2,"城镇治疗",5,5,1,NA,5,NA,NA,5,0,NA
"1075",266335501,NA,1,"Dispatch",1e+05,5,NA,260,NA,5,4,4,78,6,5,6,6,2,"城镇治疗",1,1,4,1,7,NA,5,NA,1,7
"1076",267541601,NA,1,"Dispatch",70000,5,NA,500,NA,5,4,4,78,8,4,6,6,2,"城镇治疗",1,1,4,1,7,NA,5,5,7,7
"1077",272452501,NA,0,"Contract",22000,5,NA,296,NA,5,4,5,78,8,5,3,3,2,"城镇治疗",1,1,4,1,5,NA,5,5,0,7
"1078",272911501,NA,0,"Contract",30000,5,NA,342,800,5,3,3,78,4,7,6,7,2,"新型农村",1,1,3,NA,6,NA,5,5,0,0
"1079",273616501,NA,1,"Dispatch",50000,5,NA,0,NA,5,4,4,78,8,10,5,5,3,"新型农村",1,1,5,2,5,NA,5,5,1,7
"1080",275684501,NA,1,"Contract",42000,1,550,100,NA,1,3,3,78,5,10,10,10,2,"城镇治疗",1,1,5,7,6,NA,5,5,1,7
"1081",280914551,NA,0,"Contract",20000,5,NA,900,NA,5,4,5,79,5,5,10,10,2,"城镇居民",1,5,5,1,6,NA,5,5,0,7
"1082",281676431,NA,0,"Contract",30000,1,200,500,NA,1,4,3,78,5,8,8,8,2,"城镇治疗",1,5,5,1,6,NA,5,5,1,7
"1083",281937501,NA,0,"Contract",36000,1,350,500,NA,1,3,4,78,6,7,7,7,2,"城镇治疗",1,1,5,1,7,NA,5,1,3,7
"1084",284294551,NA,0,"Contract",15000,1,100,500,NA,5,4,4,78,1,10,10,10,2,"城镇治疗",1,1,4,1,7,NA,5,5,2,7
"1085",284296551,NA,0,"Contract",60000,1,350,900,1500,5,5,5,78,3,2,8,5,2,"城镇治疗",1,1,5,1,7,NA,5,5,2,7
"1086",284311551,NA,0,"Contract",25000,1,160,260,NA,1,4,4,78,1,8,10,10,2,"公费治疗",1,5,4,1,7,NA,5,5,0,0
