"","pid","age","gender","dispatch","qg12","qg10","qg1001","qg901","qg702","qn4003","qg401","qg406","qg15","qn10025","qn6011","qn6014","qn6018","qea0","qp605","qu201","qu202","qu802","qu702","w01","kwa2_b_1","qn203","qn4001","qn201_b_1","qn202","qp605"
"1031",230586102,50,0,"Contract",50000,1,500,730,NA,1,3,4,2,1,10,8,7,2,"城镇治疗",1,1,5,1,NA,NA,5,NA,0,7,"城镇治疗"
"1032",230586103,26,1,"Contract",18000,1,300,500,NA,5,2,4,78,0,10,8,8,1,"城镇治疗",1,1,5,1,8,77,1,NA,0,7,"城镇治疗"
"1033",230603101,61,1,"Dispatch",NA,NA,NA,NA,NA,5,4,4,78,8,7,7,8,2,"城镇治疗",5,5,4,NA,NA,NA,NA,5,7,NA,"城镇治疗"
"1034",230603103,35,1,"Contract",18000,1,NA,NA,NA,5,1,3,78,NA,6,8,7,2,"城镇治疗",5,5,1,NA,4,NA,NA,5,0,NA,"城镇治疗"
"1035",230606102,49,1,"Contract",62000,1,NA,700,NA,1,3,3,78,8,6,1,2,2,"城镇治疗",5,5,1,NA,NA,NA,NA,NA,4,NA,"城镇治疗"
"1036",230606103,25,1,"Contract",13200,5,NA,NA,500,5,4,4,78,7,8,7,8,1,"一无所有",1,1,5,2,7,2,5,5,0,0,"一无所有"
"1037",230609103,22,1,"Contract",50000,1,450,NA,NA,5,4,4,3,5,3,5,5,1,"城镇治疗",1,5,5,1,6,1,5,5,2,3,"城镇治疗"
"1038",230616103,26,1,"Contract",60000,1,NA,NA,200,5,2,4,2,0,10,8,1,1,"城镇治疗",1,1,5,1,6,NA,5,5,5,5,"城镇治疗"
"1039",230625102,51,1,"Dispatch",24000,5,NA,NA,NA,5,4,4,78,0,10,5,10,2,"新型农村",1,5,3,7,0,NA,5,5,4,0,"新型农村"
"1040",230632101,51,0,"Contract",2200,5,NA,240,NA,5,2,2,78,6,8,8,8,2,"城镇居民",1,5,2,NA,NA,NA,5,NA,7,2,"城镇居民"
"1041",230632102,51,1,"Dispatch",18000,5,NA,260,NA,1,2,2,78,3,7,4,5,2,"城镇治疗",5,5,2,NA,NA,NA,NA,5,4,NA,"城镇治疗"
"1042",230636102,34,1,"Contract",120000,1,NA,NA,2000,1,4,2,78,1,10,8,8,2,"城镇治疗",1,5,5,1,7,NA,5,5,0,7,"城镇治疗"
"1043",232975551,44,0,"Contract",24000,5,NA,NA,NA,5,2,2,78,5,6,7,5,2,"一无所有",1,5,3,NA,4,NA,5,5,2,3,"一无所有"
"1044",232978551,32,1,"Dispatch",54000,5,NA,0,NA,1,2,1,78,0,10,10,5,4,"城镇治疗",5,5,1,NA,4,NA,NA,5,0,NA,"城镇治疗"
"1045",233446501,44,1,"Dispatch",30000,5,NA,0,NA,5,5,5,79,4,3,6,6,4,"城镇治疗",1,5,3,7,4,NA,5,5,7,7,"城镇治疗"
"1046",234784551,44,1,"Contract",75000,1,835,812,2500,1,4,4,78,6,5,3,5,2,"城镇治疗",1,1,5,1,6,NA,5,5,0,0,"城镇治疗"
"1047",234866552,32,1,"Contract",37200,1,470,480,NA,5,4,4,78,8,4,7,6,2,"城镇治疗",1,1,5,1,6,NA,5,5,0,7,"城镇治疗"
"1048",235024551,32,0,"Contract",48000,5,NA,NA,NA,1,4,5,78,10,10,5,10,2,"新型农村",5,5,5,NA,4,NA,NA,5,4,NA,"新型农村"
"1049",235493501,32,0,"Contract",90000,5,NA,NA,NA,5,2,2,79,5,8,8,9,2,"新型农村",1,1,5,1,5,NA,5,5,0,7,"新型农村"
"1050",239035551,30,1,"Contract",50000,1,841,1500,NA,1,4,4,2,3,8,7,4,2,"城镇治疗",1,1,3,1,6,NA,5,5,3,2,"城镇治疗"
"1051",240876501,21,0,"Dispatch",30000,5,NA,NA,NA,5,4,4,78,5,10,10,5,1,"新型农村",1,5,4,7,5,NA,5,5,0,7,"新型农村"
"1052",242104551,34,1,"Contract",62000,1,220,480,NA,5,4,4,78,4,5,7,7,2,"一无所有",1,1,3,1,7,NA,5,5,1,7,"一无所有"
"1053",242382501,36,1,"Contract",130000,1,1400,NA,600,5,2,2,78,6,7,8,7,2,"城镇治疗",1,1,4,1,7,NA,1,5,0,7,"城镇治疗"
"1054",243788551,28,1,"Contract",50000,1,570,900,NA,5,2,2,2,7,4,7,7,2,"城镇治疗",1,1,5,1,7,NA,5,5,0,3,"城镇治疗"
"1055",244301551,30,0,"Contract",42000,1,NA,NA,NA,5,4,4,79,4,3,4,5,2,"公费治疗",1,1,3,3,7,NA,1,NA,7,3,"公费治疗"
"1056",247145601,28,0,"Contract",60000,1,500,500,NA,5,4,4,78,6,7,7,7,2,"城镇治疗",1,1,5,1,8,NA,5,1,3,5,"城镇治疗"
"1057",247424501,27,0,"Contract",59000,1,150,410,300,5,2,4,2,5,10,8,9,2,"城镇治疗",1,1,4,1,5,NA,5,5,1,2,"城镇治疗"
"1058",247454551,30,0,"Dispatch",4000,5,NA,300,NA,5,4,4,78,8,7,7,8,2,"公费治疗",1,5,4,1,6,NA,5,5,7,7,"公费治疗"
"1059",248447501,34,1,"Contract",91200,1,400,500,NA,1,4,4,2,2,7,6,6,2,"城镇治疗",1,1,4,1,6,NA,5,NA,2,3,"城镇治疗"
"1060",249642601,25,0,"Contract",55000,1,NA,NA,NA,5,4,4,3,8,6,7,7,2,"城镇治疗",1,1,4,1,7,NA,5,5,5,7,"城镇治疗"
"1061",250409551,35,1,"Contract",50000,1,490,510,NA,1,2,3,78,5,9,9,9,2,"城镇治疗",1,1,4,1,7,NA,5,NA,2,7,"城镇治疗"
"1062",251229501,32,1,"Contract",62400,1,450,360,NA,1,2,3,78,5,4,8,8,2,"城镇治疗",1,1,5,1,7,NA,5,NA,2,3,"城镇治疗"
"1063",253170551,29,1,"Contract",37000,5,NA,NA,NA,5,5,4,79,5,7,4,9,2,"城镇居民",1,1,3,3,6,NA,5,5,1,0,"城镇居民"
"1064",253480601,29,1,"Contract",130000,1,1500,2000,NA,5,4,4,78,9,4,5,4,2,"城镇治疗",1,1,5,1,6,NA,5,5,2,5,"城镇治疗"
"1065",255137501,32,1,"Dispatch",50000,5,NA,600,NA,5,2,4,78,5,10,7,10,2,"新型农村",1,1,4,1,4,NA,5,5,7,7,"新型农村"
"1066",255178501,33,1,"Contract",1e+05,1,2000,1000,5000,5,4,4,2,5,10,5,8,2,"城镇居民",1,1,5,1,7,NA,5,5,2,7,"城镇居民"
"1067",255183502,39,1,"Contract",60000,1,600,450,NA,1,4,4,78,8,5,7,5,2,"新型农村",1,1,3,3,5,NA,5,5,7,3,"新型农村"
"1068",257092501,29,0,"Contract",82000,1,113,319,NA,5,5,5,78,7,6,5,6,2,"城镇治疗",1,5,4,2,4,NA,5,5,0,0,"城镇治疗"
"1069",258758551,33,1,"Contract",60000,1,NA,360,500,1,4,4,79,7,10,8,10,2,"新型农村",1,1,5,1,5,NA,5,5,0,7,"新型农村"
"1070",258880551,36,1,"Contract",2e+05,1,2000,4000,NA,1,4,4,1,6,9,7,9,2,"公费治疗",1,1,5,1,7,NA,5,NA,2,7,"公费治疗"
"1071",260973433,29,1,"Contract",50000,5,NA,400,NA,5,5,4,78,5,4,5,5,2,"新型农村",1,5,4,7,4,NA,5,5,0,7,"新型农村"
"1072",262346551,26,1,"Dispatch",90000,5,NA,300,NA,5,3,3,78,0,5,10,5,2,"新型农村",1,1,5,1,5,NA,5,5,0,7,"新型农村"
"1073",264203582,61,0,"Dispatch",28800,5,NA,NA,NA,5,4,4,78,8,NA,NA,0,2,"城镇居民",5,5,1,NA,5,NA,NA,5,NA,NA,"城镇居民"
"1074",264339601,28,0,"Contract",2300,1,200,600,NA,1,3,4,78,5,5,8,7,2,"城镇治疗",5,5,1,NA,5,NA,NA,5,0,NA,"城镇治疗"
"1075",266335501,29,1,"Dispatch",1e+05,5,NA,260,NA,5,4,4,78,6,5,6,6,2,"城镇治疗",1,1,4,1,7,NA,5,NA,1,7,"城镇治疗"
"1076",267541601,33,1,"Dispatch",70000,5,NA,500,NA,5,4,4,78,8,4,6,6,2,"城镇治疗",1,1,4,1,7,NA,5,5,7,7,"城镇治疗"
"1077",272452501,33,0,"Contract",22000,5,NA,296,NA,5,4,5,78,8,5,3,3,2,"城镇治疗",1,1,4,1,5,NA,5,5,0,7,"城镇治疗"
"1078",272911501,29,0,"Contract",30000,5,NA,342,800,5,3,3,78,4,7,6,7,2,"新型农村",1,1,3,NA,6,NA,5,5,0,0,"新型农村"
"1079",273616501,28,1,"Dispatch",50000,5,NA,0,NA,5,4,4,78,8,10,5,5,3,"新型农村",1,1,5,2,5,NA,5,5,1,7,"新型农村"
"1080",275684501,31,1,"Contract",42000,1,550,100,NA,1,3,3,78,5,10,10,10,2,"城镇治疗",1,1,5,7,6,NA,5,5,1,7,"城镇治疗"
"1081",280914551,29,0,"Contract",20000,5,NA,900,NA,5,4,5,79,5,5,10,10,2,"城镇居民",1,5,5,1,6,NA,5,5,0,7,"城镇居民"
"1082",281676431,32,0,"Contract",30000,1,200,500,NA,1,4,3,78,5,8,8,8,2,"城镇治疗",1,5,5,1,6,NA,5,5,1,7,"城镇治疗"
"1083",281937501,29,0,"Contract",36000,1,350,500,NA,1,3,4,78,6,7,7,7,2,"城镇治疗",1,1,5,1,7,NA,5,1,3,7,"城镇治疗"
"1084",284294551,32,0,"Contract",15000,1,100,500,NA,5,4,4,78,1,10,10,10,2,"城镇治疗",1,1,4,1,7,NA,5,5,2,7,"城镇治疗"
"1085",284296551,32,0,"Contract",60000,1,350,900,1500,5,5,5,78,3,2,8,5,2,"城镇治疗",1,1,5,1,7,NA,5,5,2,7,"城镇治疗"
"1086",284311551,25,0,"Contract",25000,1,160,260,NA,1,4,4,78,1,8,10,10,2,"公费治疗",1,5,4,1,7,NA,5,5,0,0,"公费治疗"
"1087",284420551,30,1,"Contract",0,1,1200,NA,NA,1,5,4,78,3,5,5,3,2,"城镇治疗",1,1,3,1,7,NA,5,1,7,7,"城镇治疗"
"1088",284438581,31,1,"Contract",75000,1,980,1800,NA,1,2,4,2,7,7,6,7,2,"城镇治疗",1,1,5,1,6,NA,5,NA,0,3,"城镇治疗"
"1089",288253501,31,1,"Contract",54000,5,NA,NA,NA,5,4,4,78,6,7,5,8,2,"新型农村",1,5,5,1,4,NA,5,5,0,7,"新型农村"
"1090",288269501,31,0,"Contract",42000,5,NA,200,2000,5,2,3,78,5,8,7,7,2,"新型农村",1,1,5,1,7,NA,5,5,0,7,"新型农村"
"1091",288358431,31,0,"Contract",25000,1,100,400,2000,5,2,2,78,3,9,5,5,2,"城镇治疗",1,1,3,1,6,NA,5,5,0,0,"城镇治疗"
"1092",289268501,33,1,"Contract",150000,5,NA,500,NA,5,4,4,78,6,7,6,8,2,"城镇治疗",1,1,5,NA,8,NA,5,NA,0,7,"城镇治疗"
"1093",291412551,22,1,"Contract",56400,5,NA,NA,NA,5,4,4,78,7,6,10,6,2,"新型农村",1,5,5,3,4,NA,5,5,0,7,"新型农村"
"1094",291956501,31,1,"Contract",3e+05,1,250,750,NA,5,4,5,78,9,8,6,7,2,"城镇治疗",1,1,5,1,6,NA,5,5,3,7,"城镇治疗"
"1095",294473501,30,1,"Contract",78000,5,NA,120,NA,5,4,4,79,5,5,8,7,2,"新型农村",1,5,5,1,4,NA,5,5,1,5,"新型农村"
"1096",295643551,27,0,"Dispatch",NA,5,NA,NA,NA,5,4,4,78,5,10,9,8,2,"新型农村",1,5,5,7,4,NA,5,5,4,7,"新型农村"
"1097",301810431,29,1,"Contract",36000,5,NA,300,NA,1,2,3,78,5,5,4,3,2,"城镇居民",1,1,5,1,5,NA,5,5,7,0,"城镇居民"
"1098",310004101,38,1,"Contract",72000,5,NA,0,NA,5,2,2,79,5,7,7,8,2,"一无所有",1,1,5,1,5,NA,5,5,0,7,"一无所有"
"1099",310007102,48,0,"Contract",42000,5,NA,0,NA,5,3,3,78,5,5,5,5,2,"城镇居民",1,1,3,7,NA,NA,5,5,2,7,"城镇居民"
"1100",310020101,32,1,"Contract",144000,1,500,3500,500,5,4,4,78,1,7,6,7,2,"城镇居民",1,1,5,1,7,NA,5,5,0,7,"城镇居民"
"1101",310020431,35,0,"Contract",44400,1,324,1300,NA,5,4,4,78,5,8,7,6,2,"城镇居民",1,1,3,1,5,NA,5,5,0,5,"城镇居民"
"1102",310035104,41,1,"Contract",60000,1,440,1100,NA,5,4,4,78,5,9,8,8,2,"城镇治疗",1,1,4,1,7,NA,5,NA,0,7,"城镇治疗"
"1103",310041103,37,0,"Contract",83760,1,350,550,NA,5,4,3,78,5,6,5,7,2,"城镇治疗",1,1,4,1,7,NA,5,5,7,7,"城镇治疗"
"1104",310073431,29,1,"Contract",130000,1,800,3400,2600,5,4,4,2,4,2,9,2,2,"城镇治疗",1,1,5,1,4,NA,5,5,0,7,"城镇治疗"
"1105",310092103,27,1,"Contract",90000,1,500,500,NA,1,4,4,78,5,5,10,10,1,"城镇居民",1,1,5,3,7,NA,5,5,7,7,"城镇居民"
"1106",310101101,60,1,"Contract",41000,1,500,800,1000,1,4,4,79,6,7,7,7,2,"城镇治疗",1,5,4,7,NA,NA,5,5,6,7,"城镇治疗"
"1107",310101103,43,0,"Contract",42000,5,NA,0,NA,5,3,3,79,5,7,7,6,2,"城镇治疗",1,1,3,7,4,NA,5,5,1,2,"城镇治疗"
"1108",310117101,56,0,"Contract",60000,1,500,750,NA,1,4,4,78,5,6,5,4,2,"城镇治疗",1,1,5,NA,NA,NA,5,5,0,7,"城镇治疗"
"1109",310169101,55,1,"Dispatch",NA,NA,NA,NA,NA,1,4,4,79,5,4,8,6,2,"城镇居民",1,1,4,NA,NA,NA,5,5,3,3,"城镇居民"
"1110",310169103,28,0,"Dispatch",NA,NA,NA,NA,NA,5,4,4,78,4,6,8,6,2,"城镇治疗",1,1,4,NA,7,NA,5,NA,0,0,"城镇治疗"
"1111",310183102,50,1,"Contract",45000,1,2450,NA,NA,1,4,2,78,5,10,2,0,2,"城镇治疗",1,5,4,1,NA,NA,5,5,7,2,"城镇治疗"
"1112",310183103,48,0,"Contract",30000,5,NA,NA,NA,5,3,4,79,3,10,8,8,2,"城镇治疗",1,5,5,7,NA,NA,5,5,7,3,"城镇治疗"
"1113",310203101,57,0,"Contract",20000,5,NA,0,1250,5,3,3,79,3,10,5,6,2,"城镇居民",1,1,3,NA,NA,NA,5,5,3,3,"城镇居民"
"1114",310206101,34,1,"Contract",1e+05,1,NA,NA,NA,1,4,5,78,5,5,7,5,2,"城镇治疗",1,1,5,2,7,NA,5,5,0,5,"城镇治疗"
"1115",310288102,60,1,"Dispatch",61000,1,100,350,NA,5,2,4,78,6,7,3,8,2,"城镇治疗",1,5,5,NA,NA,NA,5,NA,7,7,"城镇治疗"
"1116",310294104,30,0,"Contract",1e+05,1,400,1000,NA,1,4,5,78,8,7,7,8,2,"城镇治疗",1,1,4,1,6,NA,5,5,3,4,"城镇治疗"
"1117",310306101,31,1,"Contract",130000,1,900,900,5000,1,4,3,79,6,7,7,8,2,"城镇治疗",1,1,5,1,7,NA,5,1,5,7,"城镇治疗"
"1118",310306102,31,0,"Contract",110000,1,273,500,200,5,4,4,79,5,10,7,5,2,"城镇治疗",1,1,5,1,7,NA,5,5,2,7,"城镇治疗"
"1119",310332102,63,1,"Contract",15000,1,500,2000,NA,5,2,5,78,0,10,10,10,2,"城镇居民",1,1,5,NA,NA,NA,1,NA,7,3,"城镇居民"
"1120",310334103,37,1,"Contract",15000,1,NA,1200,NA,5,3,4,78,1,8,10,8,1,"城镇治疗",1,5,5,1,5,NA,5,5,2,2,"城镇治疗"
"1121",310347102,30,1,"Contract",5e+05,1,NA,NA,NA,5,4,4,78,0,10,10,10,1,"城镇治疗",1,1,5,1,7,NA,5,5,0,7,"城镇治疗"
"1122",310351103,56,0,"Contract",NA,NA,NA,NA,NA,5,3,4,78,2,9,6,6,2,"城镇居民",5,5,1,NA,NA,NA,NA,5,7,NA,"城镇居民"
"1123",310362106,42,0,"Dispatch",30000,1,165,185,NA,1,4,4,78,5,9,5,6,2,"城镇治疗",1,1,4,1,4,2,5,5,1,7,"城镇治疗"
"1124",310373103,31,1,"Contract",2e+05,1,2000,NA,1000,5,4,4,78,4,7,7,6,2,"城镇治疗",1,1,4,1,8,NA,5,NA,3,5,"城镇治疗"
"1125",310373431,31,0,"Contract",1e+05,1,800,1500,5500,5,4,4,78,6,6,7,7,2,"城镇治疗",1,1,4,1,7,NA,5,5,2,4,"城镇治疗"
"1126",310381102,66,1,"Contract",NA,NA,NA,NA,NA,1,3,4,78,7,3,3,2,2,"城镇治疗",1,1,1,NA,NA,NA,5,5,7,0,"城镇治疗"
"1127",310389101,30,0,"Dispatch",60000,1,500,1000,NA,5,4,4,78,2,7,6,6,2,"公费治疗",1,1,5,1,7,NA,5,NA,0,7,"公费治疗"
"1128",310391104,42,1,"Dispatch",60000,1,300,1500,NA,5,2,4,79,0,10,10,10,1,"城镇治疗",1,1,5,1,5,NA,1,5,3,7,"城镇治疗"
"1129",310462581,49,1,"Contract",104000,1,NA,NA,NA,5,4,4,79,5,5,6,7,4,"城镇治疗",1,1,5,1,5,NA,5,5,4,4,"城镇治疗"
"1130",310466101,37,1,"Contract",120000,5,NA,0,NA,5,3,3,79,7,4,5,7,2,"城镇治疗",1,1,3,1,7,NA,5,NA,2,6,"城镇治疗"
"1131",310466102,37,0,"Contract",90000,1,NA,0,NA,5,3,3,78,5,6,8,8,2,"城镇治疗",1,1,3,1,7,NA,5,5,2,7,"城镇治疗"
"1132",310505102,49,1,"Contract",NA,1,NA,NA,NA,5,4,4,3,8,8,8,8,2,NA,1,1,4,1,4,NA,5,5,7,7,NA
"1133",310506101,60,1,"Contract",24000,5,NA,NA,NA,1,3,3,79,5,10,10,8,5,"城镇居民",5,5,5,NA,NA,NA,NA,5,3,NA,"城镇居民"
"1134",310506102,32,1,"Contract",97000,1,600,1600,2000,1,4,4,1,4,6,6,4,2,"公费治疗",1,1,4,2,7,77,5,5,7,7,"公费治疗"
"1135",310506601,32,0,"Dispatch",60000,1,300,500,NA,5,2,2,78,5,7,8,6,2,"一无所有",1,1,5,NA,6,NA,5,5,5,4,"一无所有"
"1136",310513103,54,0,"Dispatch",NA,NA,NA,NA,NA,5,3,3,79,8,6,7,7,2,"城镇治疗",1,5,3,NA,NA,NA,5,5,7,2,"城镇治疗"
"1137",310530103,35,0,"Dispatch",36000,5,NA,NA,NA,5,4,4,79,8,7,8,7,2,"一无所有",1,5,3,7,4,NA,5,5,7,7,"一无所有"
"1138",310547101,40,0,"Contract",1e+05,1,800,2000,NA,1,4,4,78,7,8,4,6,2,"公费治疗",1,1,5,1,6,NA,5,5,7,7,"公费治疗"
"1139",310548101,51,0,"Contract",30000,1,0,0,10000,5,3,4,79,5,5,5,5,2,"城镇居民",1,5,3,NA,NA,NA,5,5,7,0,"城镇居民"
"1140",310548431,54,1,"Contract",50000,1,500,800,1000,5,3,3,78,0,10,10,5,2,"城镇治疗",1,5,3,5,NA,NA,5,5,5,7,"城镇治疗"
"1141",310560101,34,1,"Dispatch",50000,1,300,NA,1000,5,5,5,78,8,5,5,6,2,"城镇居民",1,1,5,NA,4,NA,5,5,7,0,"城镇居民"
"1142",310560102,32,0,"Contract",3e+05,5,NA,500,1000,5,4,5,79,2,10,8,8,2,"城镇治疗",1,1,3,1,7,NA,5,5,2,7,"城镇治疗"
"1143",310563101,62,1,"Dispatch",NA,NA,NA,NA,NA,5,2,4,79,3,0,5,5,5,"城镇居民",1,5,3,NA,NA,NA,5,5,3,0,"城镇居民"
"1144",310568101,34,1,"Contract",1e+05,1,1400,2000,NA,1,4,4,78,7,7,8,8,2,"城镇治疗",1,1,5,1,7,NA,5,5,0,0,"城镇治疗"
"1145",310576103,49,1,"Dispatch",30000,1,200,NA,NA,5,2,2,79,3,10,6,2,2,"城镇治疗",5,5,1,NA,5,4,NA,5,4,NA,"城镇治疗"
"1146",310584101,33,0,"Contract",NA,NA,NA,NA,NA,5,3,2,79,2,10,7,3,2,"一无所有",1,5,5,NA,4,NA,5,5,0,2,"一无所有"
"1147",310587101,41,1,"Contract",70000,1,700,3000,4000,1,4,4,78,6,5,7,6,2,"城镇治疗",1,1,3,3,5,NA,5,NA,5,5,"城镇治疗"
"1148",310587102,33,0,"Contract",250000,1,NA,NA,NA,5,4,4,78,5,10,5,10,2,"公费治疗",1,1,5,1,5,NA,5,5,0,2,"公费治疗"
"1149",310592103,68,0,"Contract",NA,NA,NA,NA,NA,1,3,3,78,NA,NA,10,10,5,"城镇居民",5,5,1,NA,3,NA,NA,5,4,NA,"城镇居民"
"1150",310610101,66,1,"Contract",NA,NA,NA,NA,NA,1,1,2,79,6,7,4,5,2,"城镇治疗",1,1,4,NA,NA,NA,5,5,7,7,"城镇治疗"
"1151",310620551,21,0,"Contract",NA,NA,NA,NA,NA,5,4,4,79,5,3,5,5,1,"公费治疗",1,1,4,1,5,NA,5,5,7,7,"公费治疗"
"1152",310674103,52,1,"Dispatch",28800,1,0,0,NA,5,4,4,79,5,10,10,5,2,"城镇治疗",1,5,5,7,NA,NA,5,5,1,7,"城镇治疗"
"1153",310677104,24,1,"Contract",50000,1,350,800,NA,5,4,4,78,0,10,10,6,1,"城镇治疗",1,1,5,1,7,77,5,5,0,7,"城镇治疗"
"1154",310678103,30,0,"Contract",1e+05,1,560,700,NA,1,4,4,78,3,4,8,5,2,"城镇治疗",1,1,5,1,7,NA,1,5,0,7,"城镇治疗"
"1155",310681103,46,1,"Contract",40000,1,200,600,NA,5,1,1,78,0,10,5,5,2,"城镇治疗",1,1,5,7,NA,NA,1,5,1,7,"城镇治疗"
"1156",310690103,27,1,"Dispatch",50000,1,550,500,300,5,4,4,78,6,8,6,8,1,"城镇治疗",1,1,5,1,6,NA,5,5,4,2,"城镇治疗"
"1157",310699103,31,0,"Contract",60000,1,NA,NA,NA,5,4,4,79,6,6,6,7,2,NA,1,1,5,2,6,NA,5,5,1,3,NA
"1158",310705102,49,0,"Dispatch",48000,1,220,620,NA,5,5,5,78,1,10,10,10,2,"城镇治疗",1,5,5,1,NA,NA,5,5,3,3,"城镇治疗"
"1159",310705103,25,1,"Contract",12000,1,NA,NA,NA,5,4,5,78,4,10,8,5,1,"城镇治疗",1,1,5,1,5,NA,5,5,0,0,"城镇治疗"
"1160",310709102,33,1,"Dispatch",90000,1,1000,400,6000,1,2,4,79,6,8,7,7,1,"城镇治疗",1,1,5,1,9,NA,5,5,0,7,"城镇治疗"
"1161",310714101,37,0,"Contract",7000,5,NA,NA,NA,5,4,4,78,5,10,8,10,2,"城镇治疗",1,1,5,1,7,NA,5,5,0,1,"城镇治疗"
"1162",310761103,24,1,"Dispatch",60000,NA,NA,500,NA,5,3,3,78,5,6,7,5,1,NA,1,1,5,1,6,NA,5,5,2,3,NA
"1163",310763101,51,0,"Dispatch",NA,NA,NA,NA,NA,5,5,5,78,10,10,0,5,4,"一无所有",5,5,5,NA,NA,NA,NA,5,0,NA,"一无所有"
"1164",310771101,62,1,"Dispatch",NA,NA,NA,NA,NA,1,3,3,78,3,8,8,7,2,"城镇治疗",1,1,4,NA,NA,NA,5,5,7,7,"城镇治疗"
"1165",310771102,61,0,"Dispatch",30000,5,NA,NA,NA,5,4,4,79,2,4,5,4,2,"城镇治疗",1,5,4,NA,NA,NA,5,5,7,7,"城镇治疗"
"1166",310774103,49,1,"Dispatch",50000,1,612,400,NA,5,3,3,78,5,10,9,8,2,"城镇治疗",1,5,3,7,NA,NA,5,5,0,7,"城镇治疗"
"1167",310778101,43,1,"Contract",NA,NA,NA,NA,NA,5,3,3,79,5,10,9,10,2,"新型农村",1,5,4,2,4,NA,5,5,3,4,"新型农村"
"1168",310779102,56,0,"Contract",0,5,NA,NA,NA,5,4,3,79,5,NA,8,5,4,"城镇居民",5,5,3,NA,NA,NA,NA,5,0,NA,"城镇居民"
"1169",310783103,32,0,"Contract",NA,NA,NA,NA,NA,5,4,4,78,5,7,8,5,2,"城镇居民",1,1,5,1,6,NA,5,5,0,7,"城镇居民"
"1170",310795101,46,0,"Contract",42000,5,NA,NA,NA,5,4,4,78,8,7,8,8,2,"新型农村",1,5,5,7,NA,NA,5,5,0,7,"新型农村"
"1171",310798101,64,1,"Dispatch",NA,NA,NA,NA,NA,5,3,3,79,5,3,5,2,2,"城镇治疗",5,5,1,NA,NA,NA,NA,5,7,NA,"城镇治疗"
"1172",310801431,33,0,"Contract",63000,1,660,660,NA,1,2,2,78,6,8,8,6,2,"城镇治疗",1,1,5,3,7,NA,5,5,4,7,"城镇治疗"
"1173",310805103,29,1,"Contract",115000,1,NA,NA,NA,5,4,4,78,6,3,9,8,1,"城镇治疗",1,1,5,1,6,NA,5,5,0,7,"城镇治疗"
"1174",310812102,55,1,"Contract",24000,5,NA,5500,NA,5,1,1,79,0,NA,10,10,4,"一无所有",5,5,1,NA,NA,NA,NA,5,7,NA,"一无所有"
"1175",310827101,51,0,"Contract",NA,NA,NA,NA,NA,5,3,3,78,4,9,6,6,2,"城镇治疗",1,1,3,NA,NA,NA,5,5,2,7,"城镇治疗"
"1176",310827102,27,1,"Contract",80000,1,700,NA,NA,5,4,4,78,8,6,7,6,2,"城镇治疗",1,1,4,2,7,NA,5,5,0,7,"城镇治疗"
"1177",310835102,36,1,"Dispatch",51000,1,300,300,NA,1,2,3,78,1,10,10,8,1,"城镇治疗",1,1,5,1,5,NA,5,5,0,7,"城镇治疗"
"1178",310841103,23,0,"Contract",60000,5,NA,NA,800,5,4,4,78,8,5,5,3,1,NA,1,5,3,1,5,NA,5,5,0,0,NA
"1179",310855101,59,1,"Dispatch",36000,1,0,0,NA,5,2,2,78,3,7,6,2,2,"城镇治疗",1,5,4,7,NA,NA,5,5,0,7,"城镇治疗"
"1180",310862103,28,1,"Contract",9600,1,800,1000,NA,5,4,4,78,5,7,7,9,1,"城镇治疗",1,1,5,1,8,77,5,5,2,7,"城镇治疗"
"1181",310864103,30,0,"Dispatch",50000,5,NA,1000,NA,5,1,1,79,5,10,6,10,1,"城镇居民",1,1,5,7,7,NA,5,NA,0,7,"城镇居民"
"1182",310869107,31,0,"Contract",42000,1,300,400,NA,1,2,4,78,1,10,8,9,2,"新型农村",1,5,1,7,5,NA,5,5,0,5,"新型农村"
"1183",310871102,47,0,"Contract",2600,1,160,113,NA,1,4,4,78,5,7,3,6,2,"城镇治疗",1,5,5,7,NA,NA,5,5,0,3,"城镇治疗"
"1184",310874102,47,0,"Dispatch",36000,1,NA,NA,NA,5,3,3,78,5,7,7,7,2,"城镇居民",1,1,4,7,NA,NA,5,5,7,7,"城镇居民"
"1185",310874103,25,0,"Contract",120000,1,NA,NA,NA,5,4,4,1,5,10,8,9,2,NA,1,1,5,1,7,NA,5,5,3,7,NA
"1186",310879103,25,0,"Contract",72000,1,2800,1000,NA,5,1,2,78,0,10,5,8,1,"城镇治疗",1,1,5,2,6,NA,5,5,0,2,"城镇治疗"
"1187",310890103,36,1,"Contract",13800,1,490,255,200,1,3,2,78,10,9,2,5,2,"城镇治疗",1,1,3,1,6,NA,5,5,2,2,"城镇治疗"
"1188",310890431,36,0,"Contract",72000,1,0,0,NA,1,3,4,78,5,10,7,8,2,"城镇治疗",1,1,5,1,7,NA,5,5,7,0,"城镇治疗"
"1189",310898102,55,1,"Dispatch",67650,1,273,450,NA,1,3,4,78,2,7,6,7,2,"城镇居民",1,1,4,7,NA,NA,5,5,7,7,"城镇居民"
"1190",310898103,20,0,"Contract",4000,1,NA,NA,NA,5,5,5,78,6,6,4,2,1,"城镇居民",1,1,3,3,5,77,5,5,7,2,"城镇居民"
"1191",310898581,25,0,"Contract",2e+05,1,650,600,500,5,5,4,1,3,6,6,10,2,"公费治疗",1,1,4,1,7,NA,5,5,1,3,"公费治疗"
